reviews.text,Evaluation
The room was tiny and there was nowhere to sit in the room except for the beds and 2 small chairs. One chair had a cigarette burn on it and the other chair had a stain that looked like skid marks. The sheets were clean and the mattress had good protective pad. The weekend breakfast was what you would find... More,Bad
"Convenient location for Midtown. However, 2 of 3 elevators were out of service, no towels were left in room after 1st night maid service, vents in bath exhaust were filthy, AC made load noises, and shower hot/cold adjustment would not work. Maybe try somewhere else.",Bad
"Room had a yucky smell, lights did not all work, each day we did not receive towels, workers at the front desk were not very pleasant to deal with and once we arrived, the rate went up from what we was quoted! Will not be staying there again!",Bad
"my name is stephanie me and my boyfrien booked this hotel for 4 days i woke up to a silver fish in my bed in top of my arm this mornin january 6 2012 to my luck on my birthday i have a rash in my leg i found 2 of them ... i understand they are bugs but to find them in my bed thats not goood .. i placed them in a container and walk to the front dest i told the front desk girl and she said it was just like a spider .. are u kidding me i cant belive she just said that im very upset i would understad if i would of found them in the bathroom floor or else were buut no it had to be in my bed :( i reserch them and it falls in the bed bugs list ...... the phone dident work they wount even let u reheat your food .... the dinner food is grosse and expensive not a good place to stay in .Dear Stephanie, We are sorry that you had a bad experience at our hotel, and we have spoken with our front desk staff regarding the circumstances you have provided about your stay with us. We would like to apologize for the service you received at the front desk, as our company believes that each of our guests should experience exceptional service when they stay at one of our hotels. The front desk may not have had a situation that played out as yours did before, but we have spoken with the department on how to handle these things better. We are an older property, and like all houses and buildings, there is occasionally the visit from bugs. We undertake a comprehensive pest control program which includes regular visits from a specialist pest control organization for preventative maintenance. It is important to advise our guests that silverfish are indeed not related to bed bugs. We take bed bugs very seriously, as they are an infestation that can travel and affect guest comfort, however we take all bug visitors seriously since your feedback we have notified housekeeping and our pest control department to monitor the area. Regarding your further comment about reheating your food, unfortunately the San Diego County Health Department will not allow food into our kitchen that does not come from a permitted Food Distributor. We are sorry this was an inconvenience for you. Thank you for staying with us and sharing your comments with us.Kind Regards Safe Travels,Best Western Seven Seas Management Staff",Bad
"Make sure to keep your 'do not disturb' sign on your door, and check the room thoroughly before you check out. As soon as housekeeper already went through your room, anything they find, they'll stash it away. You will not get your belongings back and housekeeping will lie about not seeing anything.",Bad
"I decided, since I was dining at Scalini's and attending an Il Divo concert at the Cobb Energy Center, to stay nearby at the Renaissance versus driving home. In addition, I would meet with friends for brunch on that side of town the next afternoon. When I attempted to use the shower the next morning, I encountered a dollar-sized dark brown spider. Upon checkout, I mentioned my difficulty to the desk clerk whose attitude was dismissive. No one else was in line. After all, one thinks if there is one spider, there must certainly be others. I did receive a sorry, see ya next time response from the General Manager based on a hotel-based review. That does nothing after not having the ability to use the room as anticipated, not to mention my fear of spiders, especially the brown recluse spider. Please excuse me for having a reasonable expectation of being able to bathe without incident before going to Sunday Brunch. This incident made an otherwise pleasurable stay become a disaster. Also, I had intentions of using the hotel shuttle for my evening liaisons but was discouraged by the valet because there was a possibility of being disappointed with one van and 500 guests.I am very sorry about your experience and would like to discuss this with you in more detail. Please call me at your convenience at 770 303-3186.",Bad
"Now like most reasonable people whove traveled a lot, we understand when you make a special request, motels cant always meet them. Were okay with that.What were not okay with is when motel proprietors make up silly excuses to avoid honoring advertised claims. And were also not okay with being threatened with refusal of service. Thats exactly what happened to us here.This was to be our 36th hotel stay in almost six months of travel across North America, and our first experience with the Motel 6 chain. It will also be our last.We booked a week prior to our stay through the Motel 6s national website, requesting a room with a fridge in our booking comments. The national (mobile) website lists an amenity for this motel as Free microfridge/some rooms. We received a confirmation booking email from Motel 6, showing our rate and our request.We read the statement Free microfridge/some rooms as some rooms (not all), have free mini-fridges. On check in, we were presented with a credit card charge that exceeded the amount in our confirmation email. On querying the difference, it was firstly explained as sales tax. Now whilst we mightnt be actuaries, even we could see the difference far exceeded any sales tax value and on querying further it became obvious there was a charge for the fridge. Sometimes misunderstandings and miscommunications occur. And were reasonable people willing to overlook issues if theres a valid explanation or compromise. This motel refused to honor the free part of the statement, offering that to us for an additional charge and suggesting that as it wasnt their personal website, there was no obligation on them to do so. The comedy routine got better though.We were asked for and provided evidence of our booking, and of the statement on the Motel 6 website (it was more a demand as in what website says that). The gentleman we dealt with was not prepared to compromise on this point however. He was insistent on making his point, which simply was that the rate in his computer system for rooms with fridges, was a higher rate.That he was rude, threatening and unwilling to compromise on such a minor point, and with such unreasonable excuses made us wonder if we were on one of those reality comedy shows you know the ones where people are deliberately rude and antagonistic, and then the camera crew rushes out and surprises you and everyone laughs. We saw no camera crew however and the comedy routine continued with him suggesting we cant just give things away. In our view, and for most other reasonable people, failing to honor advertised claims amounts to misleading and deceptive conduct. Giving an unreasonable excuse to disassociate a chain-branded property from its national brand simply to avoid honoring a small commitment demonstrates a lack of integrity. We also contacted Motel 6s national office via their website about our issue. On the first occasion they misread our concern, seeing it simply as being we asked for a fridge and didnt get one. On the second occasion, we received exactly the same worded, trained-monkey, form-letter response including (the almost condescending): the experience as you described, concerns us deeply. And the promised action on both counts Well send your comments to our Management Team for their review. Interpreted as were not going to do anything with your comments but hey, thanks for wasting your time and effort!We dont appreciate or accept this type of behaviour, and chose to take our business elsewhere. And were no longer waiting for the camera crew to appear.",Bad
"We normally stay at Best Western Hotels but will never stay at this one again. If you complain or ask for something, they'll ignore you. The room smelled which leads me to believe it wasn't clean. When I asked for extra towels they told me to come get them myself.....found a cleaning cart and grabbed them in the hallway. We would have moved to another hotel if we would of had the time!Dear Terric890I am sorry to hear that you did not have a good experience while staying at hotel. I am sorry that you were made to feel ignored. I will be talking with our staff about your experience and we will make sure that it does not happen again. I will also forward your comments to the housekeeping department. We will work to correct any issues to make sure that it does not happen again. Thank you very much for your feedback and I am sorry that you had a bad experience. Your comments matter to us.",Bad
"Sheets were dirty, beds were uncomfortable, floor was filthy with big burn marks in carpet from previous guest. Had to ask for a bag for the ice bucket, no lid. Fell on the stairs",Bad
"What a disappointing stay- fell far below expectations, which weren't so high to begin with. The only thing this hotel has going for it is the excellent location. Otherwise, I found the front desk to be mostly unprofessional (with a few exceptions) and a little too casual.The room was comfortable and generally fine, in terms of condition, apart from the surprising lack of a safe! Having to store valuables with the reception felt inconvenient and outdated. The room was also a bit noisy due to a parking garage across the street that sounded a small siren noise every time a vehicle exited. Surely the hotel can negotiate this to be removed or install better noise insulation on that side of the buildingBut my biggest beef was the breakfast, which was simply mediocre at best and unreliable from one day to the next. Two of the three mornings, there was no fresh fruit to be had... and there was generally no healthy food to be found. The overall quality of the food reminded me of a school cafeteria and was very limited in choice.",Bad
"This property is nice and clean in an off the beaten path area of Seattle. If you're trying to book a room with a corporate rate, beware. I've been staying here just about every week for the last 9 months, and they still blackout corporate rates every chance they get. They refuse to honor customer loyalty, and make booking rooms here consistently impossible. They like to charge you more for the executive level, which is a load of garbage because they're just rooms at the top of the hotel with free cereal and water bottles. I'll be glad when I don't have to stay at this property anymore, just because of how difficult they make the booking process. I've had to stay outside the city and drive over 1 hour each way because they refuse to honor corporate rates at random times. The staff isn't great. it's almost like they have this attitude that they're a top of the line luxury hotel in Seattle, which isn't the case. Definitely wouldn't recommend this property to business travelers. If you're a family and can throw down some serious cash for an unimpressive hotel in a crappy part of town then go for it.Dear bpcole,I am so sorry that you were dissatisfied with your stay. Please contact us directly at the hotel. We can further discuss your experience. You may call us at 206 254 0500. Ask for the Manager on duty and we will be happy to try to make it right.Regards,",Bad
"My flight was delayed and I arrived late into San Francisco.As the reservation had been made by our corporate travel agent I asked to add my Joy of Life club number. The somewhat unfriendly front desk agent informed me I couldn't do this as only online reservations were eligible. I took the elevator to to 4th floor to find I had been assigned a room facing Bush street on the 4th floor. The main issue was it was opposite the stairs and elevator, which meant lots of noise. I returned to the front desk but was informed they could not change rooms as they were sold out. Needless to say I didn't get the best nights sleep.I travel to San Francisco several times a year but will not be staying at the Rex or any other Joie de Vivre properties.Dear Nick,Thank you for taking the time and post a review about your stay at the Hotel Rex on Tripadvisor. I'm truly sorry that we were not able to find a room to your liking. I can assure you that it is our highest priority to train our staff so that can provide excellent service - something we obviously failed to do during your stay.We genuinely value the feedback our guests provide both when we get it right and when we fail to do so as it is extremely helpful for us to discover areas in which we need to improve our service and operations.Please do not hesitate to contact me directly if you wish to discuss this further.Kindest regards,Lorenz MaurerGeneral ManagerHotel Rexlmaurerjdhvotels.com415 217 4023",Bad
I found the 3 rd fl hallway smelling like mildew. Breakfast service was poor - ending up going out for breakfast. Hilton is just down the street with a steak house - - will stay there next trip down to Naples.,Bad
"My family of 5 stayed at the hotel for three nights in March. It was a good location if you are going to the ball game or hockey game. The free continental breakfast was basic and generally fine except that the juice machine was out of order and they had no alternatives. The first day there were small cans of apple juice, but the next two mornings there was nothing. Why couldn't the hotel have purchased juice and placed them in pitchers to refill or purchase more small cans of juice The breakfast items were not re-stocked regularly even though there was someone in the area working.Upon check-out we found out that our young children had ended up going to a pay channel and we were charged for a movie that they did not know they were paying for (they just click the buttons) and did not watch in in its entirety. The manager would only credit one of two charges as it was only on for something like 5 min. Upon receiving my credit card bill, the charge was never reversed. There was ZERO goodwill. They should also have warning signs about in room tv charges or upon check-in with young children, ask the customers if they would like the tv purchases locked out.The two bedroom was cramped, but we managed to survive the three nights.Thoroughly disappointed and will stick with Staybridge Suites from now on and pay the little bit extra instead of the Marriott.Thank you for reviewing us on Trip Advisor. It is unfortunate that we did not meet your expectations. Our goal is to make sure that our guests are aware of the type of amenities that we offer. Our Continental breakfast offers several items from six types of cereals, muffins, bagels English muffins, yogurt, hard boiled eggs, oatmeal, a waffle station, and juice. We apologize that during your time with us we had an issue that was out of our control and the preventative maintenance service on our equipment failed due to an internal part malfunction. This issue has been corrected and we now have a new juice machine which was replaced quickly after this time frame. For future guest arriving with small children you can request to have all movies turned off in your suite to avoid this issue as movies watched past a certain amount of time cannot be removed. Just ask a friendly front desk agent at your time of check in and they will be happy to adhere to this request. We did try and assist you in removing as many of the movie items as we could. Thank you again for staying with us and we would love another opportunity to improve upon your last visit. Thank you for again for staying.",Bad
I booked a 7 night adventure for my family thru Expedia but I had to change plans cause our dates were conflicting. I had cancel current reservation on March 21. In the info for the booking it stated no charges will be made if cancelled before April 21. I have been waiting now 10 days and no refund for deposit... More,Bad
"Stayed at The Annex for a night. Room key did not work after we checked I had to walk all the way down to front desk to get another. Room was clean but had a moldy smell about it, I would have left if I had another place to go. The worst part about this hotel is that I put my credit card down to hold the room and upon checking out took care of the stay in cash. Charge was removed from credit card, 2 weeks later charge shows up again and my bank processed it The hotel has been unresponsive and bank will not take the charge off my card I never stay at this hole again.",Bad
This place is overall disgusting. I used a whole can of roach spray the first night. The staff act as if you're infringing on their time when maintenance is needed. Stay away from this roach-infested crack house.,Bad
This hotel has tiny rooms and gross bathrooms. 5 days after staying there and I am sick as a dog. I cant help but feel I may have gotten diva'd. Do not stay here unless you are desperate. I have stayed in over 20 hotels in SF and this is by far the worst. Very close to a hooker hotel.Thank you for the feedback on your stay. We apologize your visit was less than excellent. We wish your stay would have been more enjoyable. Thanks again.,Bad
"room to small, smelly beds are to small front desk people to blunt, poor breakfast for the price that i Payed 217US before tax i found a small insect in the bathroom very tiny bathroom, very tiny place overall for the price that i PayedDear Gianfranco N, We are apologizing again in regards to your experience at our property.Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for guests in the future.Thank you.Y Chen General ManagerBest Western Cabrillo Garden Inn",Bad
"We reserved a room with 2 queen beds. We were given room 1 (The Mayberry room) and were really excited based in the other reviews for the motel. The room does not have 2 queen beds it has 2 double beds. Room was small, bathroom was small. Shower only, no tub. No light in the closet, 3 plastic hangers. Window... More",Bad
"Over the years I have stayed at numerous Hamptons and been generally satisfied, but not now.We stayed at this Hampton for two nights. Somehow we got into a handicap room. The room was sparsely furnished with only one desk style chair no place to put a suitcase and hooks behind a curtain for a closet. The first issue was the heater which we set at 69 degrees. We went to bed early and at 11 PM woke up sweating to a temp of 84 degrees. Obviously the thermostat did not work. The handicap shower has a vertical slide to hold the shower head but it would not stay at the top nor would the sprayer stay vertical it would flop down. The real issue was a total lack of housekeeping when we returned on the second day. A coffee cup with an inch of coffee was still on the nightstand along with the ice bucket full of water and the bag half in the bucket. I had left it in front of the TV with the lid off so they could see it but they did not move it. In the bathroom there was a little powder on the floor from the morning which was still there, obviously they did not sweep or mop the floor. But the coup de grace was the toilet paper floating in the toilet. That was disgusting, they never touched the toilet to clean or someone used it while we were gone. Overall the hotel was noisy with trains going by during the night an you could hear voices from the lobby. The breakfast was mediocre with a small breakfast area. Look for a better place to stay then here. When I mentioned the issues to the desk clerk she took my number and said the manager would call. Now 72 hours later no call, what does that tell youThank you so much for taking the time to tell us about your recent experience at our hotel. Your feedback we truly appreciate as it helps us to make the necessary improvements. We truly apologize that we did not meet your expectations during your stay with our service. Every day is a learning experience for us and we strive for excellence daily. I would like to hear more about your recent experience. Please feel free to contact me via e-mail at Adrian.woodshilton.com. We look forward to serving you in the future the next time you are in town.Thank you for making it the Hampton Inn By Hilton Philadelphia Airport!Adrian Woods, Director of Sales",Bad
"I've stayed in many budget hotels over the last 20 years including other Motel 6 motels. Half the lights did not work in the room, the room was dirty and the elevator did not work. I was there on business and they tried to double the price of the room from the confirmed reservations price that I had in writing. One light bulb in the entire room was working and the room smelled of urine and dog.Dear Guest, Thank you for sharing your post. Motel 6 standards for quality rest on our promise to offer the lowest price of any national chain by delivering the essential elements of a comfortable room for a satisfying stay, for this reason we apologize for the disappointment you describe with the expectations of our housekeeping cleaning of the guestroom. We encourage you to contact our Guest Relations at 1-855-787-9864 to record the details of your stay to help us provide a better guest experience in the future.",Bad
"The front desk staff is unfriendly, they don't greet you or say thank you. The housekeeping is the only polite staff they are AWESOME. The breakfast is not all that great. Rooms have a smell to them.",Bad
"I had stayed there before and gave them a positive review. However, when I went back, they had changed management. The staff is very negative, incompetent, and nasty. There is no shortage of drama. I went 4 weeks without any housekeeping and then the new manager blamed me. I am now staying in another place for now without any drama and my room is cleaned DAILY! Please don't put yourself through this - GO SOMEWHERE ELSE!",Bad
"I did not like the fact that my card on file was previous charged before I checkin and I had the hardest time getting my funds credited back because one of the rooms reserved was done with cash upon arrival.Kristina,For all special events in New Orleans our reservations are full prepaid, so guests get charged before arrival. This was stated during your reservation process. We do this for events like Mardi Gras, Jazz Fest, Essence Fest, and graduation weekends. I'm sorry if this caused any confusion, but it is our policy. Kathleen Davis, Front Office Manager",Bad
"The floor were so dirty our feet were black within minutes of walking into the room and kicking our shoes off, there was urine on the toilet seat and long black hairs in and on the bedding. The bed was hard as a rock so if you like sleeping on bricks that will be awesome for you. Oh and if you're going to seaworld and want the discounts etc you have to walk next door to a sister hotel but they are only available from 7am-10p. Make sure you get everything too because we did not. The staff did clean the toilet seat and we there was an extra blanket we just used and kept socks on because we were too exhausted to deal with anything else.",Bad
"The rooms are poorly insulated from the outside noise. There is a bar of some sorts next door that played loud music both nights during our two night stay. It was so loud I could hear and understand individual words from the songs - through the walls of both the motel and the bar. It's not just that though, you... More",Bad
"This is the worst hotel I have EVER stayed in!!! The price was good, but a little too good to be true. They charge you not only for your stay but also a resort fee and if your room is not ready by the time you get there and you'd like to leave your luggage, they also charge you for that! The pictures on the website are extremely deceiving. The outside looks nice but the closer you get you can tell just from the outside of the building that your in for a trip. The staff was not that nice, rude actually. When my boyfriend and I had gone back to the lobby, the lady told me to hold on a second so she could finish her text messaging.......The room was disgusting. Neither of us could walk around without anything on our feet. The bathroom had a ton of cracks and was also 4 different colors. The shower did not drain well at all and when you close the bathroom door, the crack was so big between the door frame and the door, I could see the other room perfectly. The only reason why we continued our stay here was because every hotel was booked around us. We weren't in the room for a half hour yet and we were both on the phone trying to find another hotel.The pool was terrible, no lighting around it what so ever at night. Another guest had to switch their room 4 times due to the air conditioners not working in any of those rooms. Also, pizza flyers were VERY ANNOYING!!! 2am and you hear someone at your door, sounding like trying to break in, but just sliding the flyers under the door.DO NOT STAY HERE!!!!!!!!!!!!!!",Bad
Had checked the website for this motel and the pictures displayed were not as the motel itself really is. Booked two rooms for two adults and two children in each room. Upon arrival at the hotel the front appeared to be in good order but after that things started to break down. The walkways had not been cleaned for sometime... More,Bad
"It may look decent outside, but the rooms are not that great. The bathroom and room smells bad. Had to buy an air freshner because it was so bad. The water smells bad too. Queen size bed and one sofa, and there's a wall barrier between bed and sofa (odd). The breakfast bar was not good. There's a pool, it's okay. And the jacuzzi was out of service. Ice machine out of service.It is unfortunate that you and your family encountered many issues that made your stay less then satisfactory. All of your concerns have been addressed with my staff with the exception of our spa. Unfortunately there is never a good time to remodel, however our spa is in the process of being resurfaced. It is not the norm of our hotel to fall short on so many areas. I apologize on behalf of myself and my staff and will make sure our future guests do not experience the same areas of concern as you did.Sincerely,Best Western Management",Bad
"Being both a Marriott Rewards Platinum Member and Hilton HHonors Diamond for me means that I spend over 200 nights a year in hotels, it has also given me a keen insight into what makes for a perfect hotel stay. Unfortunately the Renaissance Waverly Hotel in Atlanta falls short of delivering even an acceptable hotel stay. When I arrived at the hotel there was no bellman available to assist me with luggage. There was a line at check in with only two people at the front desk. The line moved slowly but when my turn came I was greeted nicely and welcomed as a Platinum Elite. I was also grated my requested upgrade. The suite that I had was nice although the furnishings and carpet were heavily worn. The table in the room had terrible scuffs and was made worse by an attempted cover up with magic markers. The carpeting beside the windows was fraying terribly, the robe that was in the closet was pilling to such a bad extent, it should have been thrown out! I called the front desk and was told someone would be up to look at the problems but no one ever came. One afternoon I asked for the shuttle to take me to a nearby establishment but when the shuttle van driver looked up the address I was told it was zero point two 0.2 mikes further than the 3 mile radius and despite not being busy at all, my request was refused. Instead I was pointed in the direction of a cab and told I had to pay myself if I wanted to go there. All in all it just seemed the entire staff were too busy doing nothing and were simply counting the hours until they were off. On day of checkout I informed the manager on duty of all my issues and as compensation I was offered 10,000 reward points. It's now been two months and I am still waiting for those points. The Cobb Galleria area is now more popular than ever due to the opening of the new stadium, and while this hotel is definitely very close by, there are many other hotels equally close that are far better choices for anyone coming to this area.",Bad
"We had high hopes for this place and were sorely disappointed. The bathrooms are TINY which is ridiculous as there are two closets so why when the did the rehab didn't they widen the bathroom into the closet The shower is 2 feet wide and you need to stand at an angle to the sink to use it because there is no room. The toilet is wedged between the sink and shower.There is only a desk chair, no comfortable seating in the room. I had a decent street view but the window was painted shut.Despite being in the Tenderloin I like the location, easy access for the Ubers and far less touristy than Union Square, there is a great breakfast place across the street called Farm:Table. But all in all I would suggest a full service Marriott nearby for an extra 20Frederico1st - We will like to sincerely apologize about the inconvenience you faced during your recent visit and we are also disappointed that you did not enjoy your stay. We will certain address your concerns with our ownership. Thank you for staying with us.",Bad
"We (4) 2 adults 2 Teens. Arrived at 7am. Daughter is a silver member and had just stayed in Dubai and Frankfort literally days ago. She had requested dbl beds but be cause her room on her profile was king size, we ended up with a chair and a king size bed for 4 ppl. The next day we waited for someone to contact us and know on did.. We had to go to the desk and ask. They gave us a room w king bed and a pull out which would have been alright but we would have gotten exactly what was needed from another hotel in the area and cheaper if someone would have told us earlier in the day.After that they gave us one thin blanket for the pull out. Requested another and they were out. Finally got one . when the maid came to clean she took one of the blankets. We had to call down to correct that.. All in all it was a good trip but bad service... They need to communicate more with each other and there guess that are having problems to make there stay enjoyable and uncomplicated.Thank you for visiting the JW Marriott Atlanta for your special occasion. I am sorry we did not have the requested accommodations. I am also sorry that your blanket was slow to arrive and then once received, was removed by our housekeeping team. You can be certain I will personally speak with our housekeeping team to share your experience and to also ensure we are communicating with one another to ensure our guests are happy and comfortable. Please except my sincerest apology. I do hope you will give us the opportunity to regain your trust and confidence. Thank you again for letting me know.",Bad
We stayed at the Luana Waikiki for 1 week. When we first came to the room we found terrible rotten smell there. Staff found that some food was left in the sink and we waited for an hour before it was finally cleaned and air...More,Bad
"On arriving in Hawaii after night flight, We were sent here from the hotel we actually booked. Without any notice to us or our booking agent, they shipped us off to this hotel. Sub-standard! Room was old and smelly on 1st floor. No kettle. Some...MoreAloha Desleyhable, We are sorry you are not happy that your original hotel, relocated you without communicating with you. We were asked to assist as your selected hotel was oversold. When you checked in, we offered you a complimentary upgrade to a partial ocean view...More",Bad
"Not fit for human occupancy. No internet, even though they advertise 2 connections. Bagels, mini muffins, apples, and OJ for breakfast They ask you to place used plastic knives in a receptacle so they can be used again!! I was on the top floor, and the room (especially the bed) shook every time a truck or bus passed by. Employees watch TV in the lounge all the time, and have BAD attitudes. The place smelled! I used up a can of air freshener in 2-3 days! Pool only had about 18 of green rain water in it. A horror show.",Bad
"This hotel placed in the middle of Chicago has its inconveniences. Directly placed next to overground trains you see and hear them - all time. Walking me up every night at 4 am , no need for a wake up call.Paper thin walls (I can hear my neighbors conversations do not add to the comfort. I think this Is also the smallest hotel room I have ever been in in the US. The closet is not even wide even to hang your shirts.It is clean an proper looking but there are things you cannot make up for.Thank you so much for taking the time to provide feedback on your stay. I'm sorry to see that you had a negative experience at our hotel! Should you stay with us again, we could place you on a high floor away from street noise and the train. We have larger rooms, as well, such as our King Premier that would provide you with the extra space you're looking for. We would love the opportunity to offer you a much improved stay in the future!",Bad
I thought that this was going to be a very nice hotel. The beds were so hard that all of us had backaches. The sign going in from the parking lot said that the doors would be locked at dusk and we would need to use our room card to get in. This never happened. The doors stayed unlocked the... More,Bad
"We've just returned from a one-night stay at the Lamplighter, which we chose based upon the TripAdvisor reviews and rating. For the first time, Trip Advisor has let us down. I find it impossible to believe that the Lamplighter is the second-highest rated hotel in all of San Diego!It is not great value for the money it is simply an inexpensive motel, with nothing special or remarkable to recommend it. It is located on a busy street in a marginal neighborhood. The lush landscaping of the grounds consists of a few palm trees dotting the parking lot which makes up most of the site, and a patch of grass by the small pool (separated from the parking lot by only an iron fence). We booked a room with a kitchen because it happened to be the best rate available. The room was large in area, but so badly laid out and drearily decorated that it felt cramped and depressing (the kitchen was a total waste of space, especially since it wasn't stocked with cookware or dishes- the cupboards and drawers were completely empty). The furniture was ugly and drab. The room was not well sound-proofed each time our upstairs neighbors took a step, it sounded like elephants were marching across the ceiling. The bathroom was fortunately very clean, but the polyester-blend bath towels were thin and not very absorbent, and left a flurry of lint everywhere. The complimentary breakfast did feature a good selection of pastries, cereals, waffles, juices and fruit, but the pastries were stale and tasteless and the coffee (in styrofoam cups) was bad.The Lamplighter is by no means a dump or a dive it was clean, and the one staff member we dealt with on check-in and check-out was polite and efficient. But it does not by any stretch of the imagination deserve the inflated rating it now enjoys on TripAdvisor.Dear Valued Guest, Thank you for your review about your recent stay at our hotel. We appreciate hearing from all of our guests. These reviews show us not only our areas of strength, but also the areas in which we can improve. TripAdvisor measures only one thing, guest satisfaction. It is not a measure of luxury or location. On TripAdvisor, an economy hotel can score very well and a luxury hotel can score poorly. It is clearly displayed on TripAdvisor that our hotel class is a 2-star (were a AAA 2-diamond property), with amenities and prices that reflect that rating. There definitely are hundreds of luxurious hotels in San Diego to choose from, but at a much higher cost and possibly a lower level of guest satisfaction. Our rating on TripAdvisor is a byproduct of our single-minded dedication to consistent service, quality, and value. We are proud of the ambiance we have created with the space we have available to us. We definitely dont have the grounds that a larger hotel might have, but we have taken great effort to fill our space with colorful plants, flowers, vines, and many lovely palm trees. Its an expense many mid-market hotels arent willing to incur. Regarding your room, it is a kitchen layout that is very popular with many guests staying for long periods as they have full size appliances and plenty of counter space. While none of them are stocked, we do provide full kitchen packs upon request. We do this to protect our guests. We have learned from experience that by keeping the kits in a sealed container, we can ensure that when a new guest arrives, the kit they receive will be clean, complete and in good condition. Im sorry this was not explained to you. Our company culture is to provide outstanding customer service, quality and value to our guests. We manage two hotels in San Diego, we are proud that both are in the top 15 on TripAdvisor. Thank you again for your review. We do appreciate the comments. Sincerely,John LyonProud Owner, Best Western Lamplighter Inn",Bad
"I have stayed at a ton of Marriotts and know how they are supposed to work. This property is close to the airport in Chicago, but I will NOT consider staying at this hotel in the future. I found the front desk to be extremely rude. While the hotel itself is okay, there are a number of other properties in this general location happy to help with simple requests and appreciative of your loyalty.Dear Brad945,Thank you for being a valued Platinum Elite Member. Marriott is proud to have over 35 million members worldwide. We know our elite members are out there traveling more than 75 room nights per year so thank you for your loyalty. Our goal is to not only meet, but exceed your expectations so you may continue to travel brilliantly. I apologize we fell short on making you feel valued and for not going the extra mile to ensure all those little details were in place. I hope you give us another opportunity to regain your loyalty. I ask that you reach out to me when you arrive, so I may personally welcome you back!Wishing you safe travels,",Bad
"Breakfast buffet worthy of a motel 6, showing the chain's true heritage. Most Intercons I've stayed at WW, have a much higher levels of service, training and food quality. This no frills meal served at Luce was a waste of 30.",Bad
"I was down there for the Cisco Live event in June. The reason I stayed there was because all the recommended hotels by Cisco were full, so this was my only choice.I checked in and was told the restaurant was closed for repairs, i accepted that, but when i got to my room and opened the door I had just realized my nightmare. The bathroom was filthy, the carpets were disgusting with stains and the room had the smell of Death in it. I knew someone else staying there, so I went to their room to see how it was and it was even worse!,,,,what a joke this place is. I tried to login into the wireless, it DID NOT WORK THE ENTIRE DURATION OF MY STAY. After the second night of sleeping in my clothes because of how disgusting the room was, I looked under my bed and low and behold A DEAD RAT.i jumped up, ran to the front desk and told them about it... They did not even look phased, worried or cared and without missing a beat she said all I can do is get you another room.... Please, unless you're from the ghetto and you want to stay somewhere that is rather inexpensive, then don't stay here it will ruin your entire experience... days inn as a company need to review this property, I'm not sure how they let this happen....",Bad
"We were travelling up west coast and arrived in s.f. when the nike ladies marathon was on, which we did not realise. Made it impossible to get a hotel room. Eventually we arrived at Columbus Inn which had a free room for the night.Hotel was cheaper than others we had tried on the shore but very basic. Think we paid approx 170 for the night and do not think that this really represented value for money, although there was free parking which was good as it always annoys me when US hotels have an additonal charge to use their car park.Room was ok - had the feel that the cleanliness of the hotel was not great but did not actually have any issues. This was maybe more due to the impression the hotel gives by fact that it is quite run down. Hotel is in dire need of a coat of paint!!!Was glad that we were able to get a room here as nowhere else was available but that probably says something in itself. Probably ok if all you need for a night is a bed but thought that this hotel was very overpriced even for that.Will not be staying here again.",Bad
"I almost always stay at Super8s when I travel. This was my first time at this property and it was the least desirable of any I have stayed at. The only room available when I made the reservation was an accessible one. That's fine, I have used those before. The handheld shower head in this one would not stay straight.... More",Bad
"Bugs in bed, musty smell, loud and inefficient air conditioning. Rooms are dark and in need of deep cleaning. Unfriendly staff. Dark alley way from parking lot to the back door of the hotel. The work out area was used as a storage room. The only thing going for this hotel was the free parking and location to the trolley.Maureen,I am so sorry you were unhappy with your stay. We were unable to find any evidence of the bug you saw in your room. Ecolab thoroughly inspected the room, and found no insect activity. We did have the room treated out of an abundance of caution. I am happy we were able to change your room immediately, and I provided you with a discount for the inconvenience of changing rooms.The fitness center was being used for storage for a few days. We excited to be doing some upgrades to our public areas this summer. As a small hotel there is not a lot of extra room. I am happy to report those items have been moved out as of today (08/14/17)! Unfortunately this happens from time to time as we make improvements to the hotel. We made sure as much of the equipment as possible was accessible, and we would always be happy to provide a guest pass to a local gym if our storage inconveninced a guest. Melissa AlbertGeneral Manager",Bad
"The freshener of the room was too strong it smelled like a men cologne. Bathroom smelled like pee. Also when I was trying to check in the staff (2 of them ) were just talking to each other I had to wait a cool 3 mins to get help. Thank you for the feedback, we are extremely sorry to hear your stay was less than excellent. I can assure you this is not the experience we strive for and will review these comments with our team to help us improve moving forward. We hope to have the chance to impress you on a future stay.",Bad
