reviews.text,Evaluation
"This was a great hotel. Check in efficient and we were given maps and local information. The room was very spacious, clean, quiet and not over-heated.A great location to walk to all key attractions - shopping, Seattle Centre, Pike market place.Would be happy to recommend this hotel to any of my friends travelling to Seattle.",Good
This was a nice hotel. Doing updates and bed was comfortable. The front desk manager check me in and was so nice and so friendly!! Room was very comfortable!!! Outback steakhouse was wi wonderful!! I would definitely go back,Good
"We had troubles with our flight and had to book this hotel at 9am. We called the hotel and Blake at the front desk listened us out and told us he will have a room ready for us whenever is best for us to come in. We arrived shortly after and he was great, professional and friendly. Thank you for... More",Good
"Overall a very nice experience at the Comfort Suites. Positives: The staff were ALL incredibly nice and helpful. Rooms were clean at check in. Washer and dryer in the room was a terrific perk, and came in handy with a week long stay. Nice breakfast - simple, but always had fresh fruit, yogurt, oatmeal and then the usual cooked items. Location could not be better, lots to see and do in the area, and lots of dining options.Not such positives:Daily housekeeping could do a better job - cleaning off kitchen counter, throwing away used coffee cups, etc. Rooms are a bit dated, and the sofa bed is in serious need of a new mattress (could feel every spring). Air conditioning was not great - especially in the hallway near our room. Only 2 elevators (tall, narrow hotel) so sometimes had to wait quite a while to get back to our room (or down to the lobby). we were on the 20th floor, so walking down stairs was not a great option.Dear TravlinGal1959,Thank you so much for your recent 4 star review. Thank you so much for your great positive comments on the team members, room being clean at check in and our amenities. Next month all of our sofa's will be replaced with memory foam mattresses and new sofa's. I do applogize for this experience but we are working on replacing them. We look forward to seeing you again soon!Kindest regards,Robert HumphreyGeneral Manager",Good
"We had a wonderful stay at the St. James between 5/19-5/22, while visiting Nola to prepare for our upcoming move there. Our room was lovely, clean, small but comfortable. The bed was luxurious, lots of pillows and I think a mattres topper, in addition to being huge! The staff was great, from checkin, where Amy was as nice as can be, chatting and giving us tips, throughout our stay. Housekeeping changed our towels and replaced the complementary toiletries daily. This isn't a big chain hotel, its a historic building and it does have it charms/quirks, but to us that's what Nola is about. We will certainly be using the St James again whenever family comes to visit.Thanks for choosing to stay with us at the St James Hotel in New Orleans. We know when you are traveling you have many options to choose from when it comes to a place to stay. We are absolutely honored that you gave us a chance and took your time to write a review on Tripadvisor!!! We cannot thank you enough and just want you to know that we truly value your opinion and you as Our Guest.I have also let Amy know the kind words you wrote about her! :)We truly hope that on your next visit to the Big Easy you will choose to stay with us again!Warm Regards,Sarah HixsonDirector of Sales",Good
"This is our second year that we have stayed some nights in this downtown location. For a tour coach that comes in with 50 people, having three elevators is a huge bonus. Located within reasonable walking distance to many businesses, tourist attractions, and about a 20 minute easy walk to the French Quarter. The new addition to this complex will certainly enhance the appeal once it opens later on this year.",Good
"The hotel it's self is beautiful and very reasonably priced. The staff was very friendly and helpful. Also the hotel is in a great location, within walking distance of shopping, the beach, and lots of tours.Aloha lindsayburlandr, Thank you for your review! We are pleased to see that you enjoyed your stay and the central location of our hotel. We hope to have you back again soon! Sincerely, Guest Relations Waikiki Resort Hotel",Good
This hotel is centrally situated a block back from the sea. The rooms are good and the hotel reception staff are very helpful. Free WiFi is available in the room but better reception in the lobby. The hotel has all the usual amnities,Good
"Very clean. The hotel was a dated however, Bo the manager/owner, went out of his way to accommodate myself and co-worker when we got kicked out of a different local hotel because they over booked. The lounge was closed, which was disappointing. There is a store fast food restaurant next door. Located in downtown within walking distance to fine... More",Good
The staff is polite and professional at all times. I love the fact that checkout is at noon. The free breakfast was delicious! The bed in the room was comfortable. There is a outdoor pool and a nice fitness center.,Good
"A friend of mine and I took a long road trip this past autumn and were planning to camp in the Jefferson National Forest for a night. After a scary experience in the woods (looooong story but it includes dark woods, no cell service and the hill people), we grabbed a room at this inn. The hospitality was fantastic. After... More",Good
"The Historic French Market Inn, 5th year. I was recognized as a returning guest from a first class staff. A solo, this trip, I felt safe. Room with balcony, famous landmarks a short walk away. I/we will return again and again because of their location, beautiful interior, cleanliness, staff, and the restaurant soon to open. I rode the trolley from the depot to Canal and Decatur St. then three blocks to the hotel. Trolley cost was 40 cents senior citizen discount.Hi Maureen, thank you so much for choosing The French Market Inn and taking the time to share this valuable feedback. Were glad that you enjoyed your stay with us in New Orleans, and look forward to welcoming you back soon!",Good
"We loved this hotel because: * The employees were very very nice * They have beach gear (boogie boards, beach mats, beach chairs, etc) that previous guests left behind that they loan out to current guests for free. * The restaurant attached to the lobby...More",Good
"Great place to stay! Staff is always asking you if they can help you every time you cross the lobby, asking where you went today,etc. less than 100 yards from the space needle and Chihuly garden and Glass and 200 yards from the Monorail, what more could you ask for! Only a few years old, rooms are very nice. They have a great free breakfast, better than a restaurant!Dear mccleskd,Thank you for completing a TripAdvisor review regarding your recent stay at our hotel. I am very happy to hear you describe hotel as the Best place to stay and that you enjoyed the location next to Space Needle also that the staff was helpful! We greatly appreciate your 5 star review it will be celebrated with the hotel. If I can be of any assistance to you, please contact me directly. We very much appreciate your business and hope to see you again soon! Sincerely,Jon",Good
"My teenage daughter had a dance across the EMP and this was literally across the street ! The view is amazing and the place was very chill and for a hotel chain, it felt like a local neighborhood place as everyone at the front desk were so friendly and helpful particularly a shout out to the shy and very sweet Matthew. They do have things you can borrow from weight scale to clothes steamer, but only a handful so it's usually checked out. Parking downstairs but they have a 24 hour shuttle that can take you around town.petitejetsetter,It was a pleasure accommodating you recently at the Hyatt House Seattle Downtown and we sincerely appreciate the glowing review! I have shared your feedback with the team (highlighting Matthew) regarding your experience and will strive to make sure we are exceeding all of our guests expectations. Please let us know when you visit next as we look forward to having you as our guest!Sarah Junge",Good
"Enjoyed our visit and service was great! Appreciated the good restaurant recommendations from the front desk staff. Got the corner room on the 10th floor overlooking Petco park which was a bonus. The huge bathroom and super deep bathtub was awesome. Special shout out for Tina who was our room attendant who left us personal notes each day after servicing our room. Loved the proximity in the gas lamp, we could walk to so many things. We would stay here again when visiting SD again.I cant thank you enough jadoc for your glowing review! We have an incredible team here that genuinely cares about every guest that walks through our doors and I am beyond thrilled that you experienced it firsthand with Tina. I will be sure to recognize her for taking such wonderful care of you. Thanks so much for taking time to write. I hope to have you back with us again soon. Cheers! Shannon",Good
"Adorable little place, 2 blocks from the beach and from the center of town. Nothing fancy, but clean, friendly and they allow dogs! Nice kitchenette's that would make it a great place for an extended stay.",Good
"My husband and I had the pleasure of staying at the St. James for two nights. The hotel room was clean and cozy. Extremely comfortable bed. The staff could not do enough to make our stay more perfect. It was our first visit to New Orleans and they helped make it wonderful. Amy, Toshiba, James, Tori, Ashley, and Danielle were so helpful with directions and suggestions. Amy told us exactly where to get on and off the street car so that we would have a seat. When we would come into the lobby we were greeted by name and asked how we were doing, where we had been, like we were family. James is the nicest bell hop, he suggested we go to Mother's restaurant our first night, it was so good. We will be back to stay at the St. James again and see all of our friends there. By the way it is also a great location to everything.",Good
"Hotel was very nice, easy to find and staff was pleasant. We only spent one night but the place was great. We arrived around 0200 am and our room was waiting for us. The place was easy to find, clean and quiet. We had an extended check out time that was worked weel for us so could sleep a little... More",Good
"Short get away and first time at hotel. Enjoyed stay and easy in and out and close to elevators. Parking first time in was somewhat confusing but overall ok once seeing overall structure. We always enjoy the high standard of Hilton hotelsDear U4720JRjimw,Thank you for your kind words and feedback, we truly appreciate all of your comments! We are glad to hear that you enjoyed your experience at our location. We hope that you decide to return for another visit any time you are in the area! We would love to become one of your usual places when your commute brings you down to San Diego!Sincerely, Sammie",Good
Very well done! The original architecture was well preserved for enjoying and tells a story with a comfortable and handsome atmosphere. Staff is very customer service friendly and the rooms are decorated with a vintage feel but up to date amenities. Loved having the terrace...More,Good
No frills hotel but clean and safe. Our room was on the 8th floor with a bit of a river view And small but we spent so little time in the room that it didn't matter. Staff was friendly and helpful.,Good
This hotel was great. Absolutely no problems .Complimentary breakfast was great. Staff very polite at all times. Location convenient to I75 exit and entry.1 recommend this hotel to anyone who needs a great stay.,Good
Friendly staff made me feel welcome as soon as I reached the front door. Perfect location near the Marta and shopping was very convenient. and of course the beds are the BEST! Definitely will be back.Thanks for your visit! We look forward to welcoming you back again. We definitely have a pretty awesome location and glad you found it convenient.,Good
"I love this place so much!!! The staff and room were more than I hoped for. Nancy at the front desk went above and beyond to help me and she is an angel. I will definitely stay here again due to her, Lonnie, the value and location. This is my new go to hotel in New Orleans.Reviews like yours are what we strive for! Thank you for choosing the French Market Inn and taking the time to share your feedback, we appreciate your kind words about our accommodations and service - staff members like Nancy work hard to ensure great guest experiences happen every day. We look forward to welcoming you back to our French Quarter hotel soon!",Good
"We spent seven full days here, Tuesday to Tuesday. It was the perfect spot for Southern Decadence. Not in the middle of it all in terms gay-world (that would be St. Ann and Bourbon) but only three blocks off. It was crazy-noisy from the balcony we had on Bourbon Street, so I wore earplugs to sleep (even though we rarely wen to bed before 3:30 or 4am, it was still loud!) But that was to be expected and part of the fun. Great staff, very respectful. They check room keys after dark, which I really appreciated. And we hung out on our balcony in just our underwears and threw beads to the men who earned it, and never got any grief. Very open to all types, very gay friendly. It was clean, too. And no smell of smoke. We would go back in a heartbeat.",Good
"We stayed here for a few nights on our trip to Disneyland. We have four kids and it fit everyone comfortably without having to get creative. I liked the bunk bed option, which was a nice change of pace from the sometimes-dubious sofa bed. The room was very large and clean. The bathroom was nicely configured with toilet and shower in a separate room from the sink and fridge/microwave area. We did have an issue with a clogged sink late one night, but management was able to send someone out the next morning. And like everyone says, you can't beat the location! When you have young kids it's so nice to be able to hop back from the parks for afternoon naps and weird potty training issues. Breakfast is basic, but the kids sure loved the mini-donuts. I'd stay here again when we come back to the parks.Dear meisum,Thank you for your great review. We are so glad to hear that you enjoyed your stay with us. We strive to offer the best for all of our guests. We appreciate you taking the time to share your feedback with other travelers and look forward to your next visit!",Good
"I'll start by saying if you're looking for over the top, extraordinary, then this is not the hotel for you. But, if you're looking for something that is clean, has a great art deco fitout, and in a TERRIFIC location, then keep reading. Location - in the Theatre District which means that all the major theatres are easy to walk to. Millenium Park is about a 7 minute walk. The Magnificent Mile is about 15 mins walk (could probably walk faster if people didn't walk 3 abreast the path).Rooms - we had a room on the 5th floor. It was fine, bathroom a bit small with very little counterspace. Beware - the bottles of water left out on the desk are NOT free. Bed was very comfortable. Pillows were awful - either little more than some cotton wool bunched together or a huge bag of cement. Rooms were quiet. There was evidence in the hallway of someone's big night out a couple of rooms down but we didn't hear a thing. Staff - polite enough, but nothing special. Great to let us have the room a bit earlier than regulation checkin. The late checkout is very handy. They can keep your bags for you while you wander the city. Concierge were particularly helpful but no one else could help with directions to theatres, bars etc. Disappointing. Valet car parking - at 63/night, it's definitely not cheap, but they will hold your car until 6pm which is great if you're catching a matinee show somewhere. There are plenty of self park lots nearby. Would we stay here again Probably!Happy to hear you enjoyed your stay and were able to take advantage of our excellent downtown location! Thanks again for choosing our hotel and we look forward to welcoming you back in the future!",Good
"Everything about this hotel is wonderful. Centrally located, up to date amenities. I even called down to housekeeping to ask for a razor, and in less than 5 minutes a LADIES razor kit arrived! Now thats attention to detail. Ive stayed there 3 times now...More",Good
"We stayed here for 5 days. We were a family of 10, with 3 reserved rooms. I chose this Hampton Inn because of the reviews here. We like the Hilton/Hampton brand very much because of its quality of service and cleanliness.This is a newer hotel (aprox 1yr ). It is beautifully decorated. Check in was easy. Rooms were super clean and well appointed. Yes, there is construction on both sides of the hotel but we were never bothered with noise. Beds are so comfortable that you fall asleep in no time. Room had a microwave and refrigerator. Breakfast was good and included eggs, ham or sausage, breads , pastries, yogurt, fruit, coffee, tea, waffles, juice and cereal. Everything you need to start your day with a full belly. The employees in the breakfast area were very very nice and acomodating.Hotel includes wifi and free parking. It is at walking distance to Sea World, CVS, 7 Eleven and a seafood restaurant. Also, they have a shuttle to the parks. Easy access to the highway and International Drive. Highly recommended!!",Good
The rooms are always super clean and quaint. I have stayed here a couple of times when I've come to Bloomington for business. The service and the great price here is what keeps me coming back. The manager Jay is what made my stay!,Good
"This hotel is centrally located close to the many attractions that San Diego has to offer. The staff was very friendly and efficient. I was traveling with a group of just over 20 people and upon our arrival they had all our rooms ready for check in. But, not only that, they also had all our keys labeled with our names and room numbers already on them. That made for such a smooth registration and check in (as well as check out). Our stay was for 4 days and 3 nights. Another convenience the hotel provided was a shuttle ride to and from the SD Zoo. Eliminating the chore of fighting through traffic, driving (in an unfamiliar area), and parking. The rooms were well maintained, clean and had small refrigerators in each room. The hotel also has a pool (which we didn't have time to use) and a restaurant serving home cooked meals on site. I also liked that it was quiet.Dear MariaLC60: Thank you for your nice remarks in regard to your recent stay. It is certainly appreciated! We are so glad that you enjoyed our friendly and efficient Staff, as well as our complimentary shuttle service that offers transportation to many local area attractions. It is a delight knowing you also appreciated our well maintained guestrooms, quiet property, and the convenience of a pool. Perhaps, you will have the chance to utilize it on your next visit. We are happy that you loved our onsite restaurant, Seven Seas Caf, serving breakfast, lunch and dinner from 6am-10pm for our guests convenience. Thank you for choosing the Best Western Seven Seas in San Diego for your hotel accommodations and for being our guest! Most Sincerely,Best Western Seven Seas Management and Staff",Good
"The people, the people and the people. I have never experienced such gracious service in tbe U.S where every member of the hotel staff including even maintenance technicians bumping into you were smiling and polite. Just an absolutely amazing service experience, the turndown service which...More",Good
Amazing location on river with viewing deck and gas fire pit! Part of waterfront district with shops and restaurants to walk to. close to kennywood. The rooms were good and staff so nice. Pool was a plus too. Modern facility. Great stay!!,Good
"You get the best of both world's with being able to hike in the Snowy Mountain Range, where you can go for miles without seeing a soul, and ending up in the Elk Mountain Hotel with a fabulous Sidecar and Steak. This is my idea of the perfect mountain experience. Gorgeous and comfortable furnishings in the rooms. Book now if... More",Good
"This hotel was absolutely fantastic we can not fault it. The room we had was stunning the views looking out to Diamond head and the ocean were amazing!! The location is perfect just off the main strip and a short walk to the new international market place. Cocktails are to die for make sure you take advantage of Happy hour!! The staff were very attentive to our every need they even provide sunscreen,towels, beach chairs, beach toys and a beach umbrella for FREE!!!!! It is little things like this that make this hotel a little gem on Waikiki definitely do yourself a favour and check it out!!Hi GarethIH,Thanks for choosing the new Hyatt Centric Waikiki Beach on your recent visit to Honolulu. We're glad you were able to take advantage of our beach supplies and see that you had the chance to enjoy our daily Happy Hour specials. We hope you'll join us again on your next visit to the island... Mahalo!",Good
"Thoroughly enjoyed our stay. We both slept well!! This was a first as we never sleep well when out. Pleasant, quiet, comfortable, and clean. Not a lot of frills but everything we needed. Has a pool and hot tub. Helpful staff. Surprised to find restaurants, stores, Starbucks more in close walking distance. Easy access to Route 29, and a bike path that leads into town. We were guests of our son, but he stays here often on business. He told us Chablis Inn offered the best quality for the money.",Good
"My family has been staying at this nice little hotel, run by En Chang, for over thirty years. It is well kept with new sound proofing and new A/c units. All units have nice, full kitchens. Room prices are very reasonable. Located just a block...More",Good
"The staff welcomed me as the guest of the day! They were extremely kind and helpful. The breakfast was good and the hotel is pretty updated. The bed was surprisingly super comfortable. The Suite that I had was pretty spacious and included a fridge, sink,...More",Good
"Recently my family experienced a tragedy that brought us all together in Newark, many of us stayed at the Newark Garden Hotel. We almost drove several miles due to the previous reviews but decided to stay closer to the family. I am extremely glad we did, the rooms were very clean, and the management was wonderful. They serve a hot... More",Good
I can't say enough positive things about this hotel! I was very impressed with the cleanliness and quality of service that was offered. We checked in a little late and the Front Desk associate that greeted us was wonderful. I think her name was Bonnie Jo. She made sure our requests for the second floor were granted and explained the... More,Good
close to great places to see and this is a very nice atmosphere of workers that made you feel like a long time friend the breakfast was a great start of the day and the food around the area was great thank you and keep it up,Good
"Renaissance Atlanta Waverly Hotel Convention CenterI had the occasion to attend the Revolution Chiropractic Convention in Atlanta. The convention was held at the Renaissance Waverly Hotel, this is a Marriott Property.The Hotel was up to the Marriott Standard, the young lady that checked me in, I think her name was Leah, she was delightful as well as very helpful. The room was spacious and clean, and the convention rate made it reasonable for a Marriott property. The bed in the room was amazing, it was like sleeping on a cloud, wow! So comfortable! For one who likes to sleep in a very cold room, I was a little disappointed that the lowest the thermostat would go was 65! I dont know if thats normal, in most hotels the first thing I do is to turn the air down to 62.I tried the breakfast buffet the first morning I was there, a little steep at about 22, can anyone eat 22 worth of food for breakfast It was awesome, they had EVERYTHING imaginable on the table. I ordered room service one evening, the burger was good, the service was fast and courteous. I was a little surprised, I ordered soup and was not given any crackers! I tried to call down, but they were so busy the phone was not answered.Overall a very good stay, I would certainly visit this place again.It is wonderful to hear about your fantastic stay with us and we appreciate the great comments. We hope that your travels bring you back to stay with us again. Thank you!",Good
"Every time I stay here the Front Desk staff is terrific! A young man named Seamus was on duty tonight and he epitomizes the staff at this hotel. He was fast, friendly and efficient. He was also helpful with directions.The rooms are clean and nice. There is a great work area for my computer, and the chair is just right. There's a fridge and a flatscreen TV too.The dining area has a clean updated look, and the food is very good. Its expensive, but the convenience and good taste makes it worthwhile.This is a great hotel if you want to work in, or visit the historic district. Everything is within an easy walk.Dear Trip Advisor Guest,Thank you for your comments and great review. It's truly appreciated. Thanks again and have a Happy New Year. Regards,",Good
"Residence Inns have been our go to hotel preference for several years. In particular, we received outstanding service and accomodations in the San Diego Mission Valley Residence Inn and in Oxnard, CA. However, the attention and caring of the staff at the Resident Inn in Vancouver, Washington reached a level that compelled me to write my first ever review. Emily,... More",Good
"Yes, it's a new location, and they are working out a few operational kinks, but their heart is in the right place. First, I loved the location. Not in the center of the tourists so we felt better immersed into the city. We were able...MoreThank you for your thorough feedback... this helps our team to believe and understand that guests certainly do care of hotel service. We pride ourselves on providing an exceptional breakfast experience and happy to read we made that expectation. With opening a new hotel there...More",Good
"This little hotel on the outskirts of town is a gem! Clean, comfortable and friendly! The rooms are large, and the staff was very efficient. We would definitely stay here again when we come wine tasting!Thank you for your great review and we are glad you had a fun time! See you on your next trip to the beautiful Napa Valley.",Good
Ocean Park Inn is right on the beach. There is access that exits to the boardwalk and from there is beach access. Our room was ocean front. Our 3rd floor room had a balcony that looked down on the boardwalk and beach. We sat in the room because it was chilly out and watched the sunset. How great to open the door and hear the roar of the waves. Our room was nice. A little old but clean and quiet. The one negative is that the room was dark when the sun went down. There is breakfast daily. Underground parking that cost 15 a day. There are plenty restaurants with walking distance.,Good
"We moved to this hotel from two doors down and were extremely pleased. The rooms have been renovated in the past 2 months and were clean and fresh, albeit small. I recommend buildings 1,2, or 3. The grounds were lovely and calming and the pool was clean. Downsides: No continental breakfast, slow internet connection, a microwave didn't come with our room and the shuttle times weren't great for young children. Also, the TV channels were extremely limited, and there's no DVD player, but you can pay for Disney shows or Curious George at 4 each episode. We walked over to Bunz for food which was better than the restaurant. Great location, close to everything, but you need a car.",Good
"Stayed here for business - the room was large and there was plenty of storage. My room had a mini-fridge that I gleefully utilized for the 3 nights I was there. The most memorable thing about this place was the bed, and the mattress specifically. Hands down the MOST COMFORTABLE mattress I have ever slept on. Plenty of power outlets to charge all my gear, and lots of room to store my clothes. This room could easily accommodate 2 guests. Limo service was onsite for a trip to Hartsfield when I left. Nice place, beautiful inside, large clean rooms, and the upgrade breakfast was excellent. Would definitely stay here again.Thank you for the feedback, come back soon!",Good
"I had just moved out of my home at the Beach in Waialua and had a couple of days on Island before traveling to Las Vegas. I decided to be a tourist and stay in Waikiki. The Luana Waikiki was the right price and in...MoreAloha, Thank you for taking the time in sharing your experience with us and other travelers. It is wonderful to hear that you enjoyed the signature amenities that we offer at the hotel, and most importantly, you stay with us. Thank you and we look...More",Good
"This hotel was perfectly located for our Chicago/Hamilton mini vacation. I went here with my parents and we were delighted with the size of the suite. The living area was spacious and had a small pull out sofa, a chair and desk area. Plenty of room to rest or visit when not seeing the sights. The location was great for seeing Millennium Park, boat tours, theater for Hamilton and the Mag Mile. It was easy to stop in to our room to have a short rest, or somewhere to put up your feet for 30 minutes while out seeing Chicago. The breakfast area was slightly cramped, but we always found a table. It offered pancakes, waffles, eggs, sausage, cereals, yogurts, breads and fruit. My only downfall would be the pull out bed-it had the bar, like majority of pull out sofas do. But it definitely was not the worst that Ive slept on. I slept fine all 3 nights we stayed there. If you are taking the train in, get off at the State Lake stop. It was an easy 5 minute walk from there. I would definitely come back to this hotel. Dear Carriehep,Thank you so much for your recent 5 star review. We are so happy to hear that you enjoyed our prime location on Michigan Avenue. We are a converted apartment building so we offer so of the most spacious suites on Chicago's Mag Mile.We look forward to seeing you again soon!Kindest regards,Robert HumphreyGeneral Manager",Good
"This is a typical Holiday Inn Express and does not disappoint on any front. The desk staff was friendly and efficient, the room was clean and in great condition, the bed was comfortable. Nothing missing, not much more you can ask for.",Good
"Our experience with The Ritz Carlton, Atlanta was superb! The Senior Catering Manager and the Senior Manager of Meetings and Special Events were an incredible team to work with! Their attention to every detail helped create one of the most amazing nights of our lives!...More",Good
We love to stay at the old 1950's style motels. Put a chair outside your door and meet the interesting people who are also staying there. Dollingers Motel fit our criteria while on a 400 mile bike ride along the Erie Canalway Trail. as clean and very accommodating..Inexpensive and quiet. Just drop the key in the office slot as you... More,Good
I rented the Amadeus Bride suite for a group of 6 girls for a bachelorette party. We LOVED the room and had the best time! The decor was amazing and so unique - we just wish we could have had a tour of the other rooms! The staff was very friendly and helpful. We loved being able to use the... More,Good
"I have stayed here multiple times. the rooms are always clean and staff is always friendly. they will go out of their way to help you out. the area is close to many dining options, both fast food and quite a few sit down places. (red lobster, olive garden, steak houses. )and more.Greetings Thank you very much for taking the time to review our property.Your input, and the feedback from all of our guests is vitally important to us and we always want guest expectations to be met upon arrival.We hope to see you again in the future and you can reach us directly at (214) 353-8774 if I can be of any assistance.",Good
"Tucked behind all the big resorts made this less hustle and bustle but close to all the action!MoreAloha 95pattin! Mahalo for taking the time to review Ramada Plaza Waikiki. Just like you said, we're not in the middle of everything, however, we are within walking distance from nearby restaurants, shops, the beach, and Hawaii Convention Center which many of our guests enjoy....More",Good
"We took a detour from North Louisiana on our anniversary weekend-forgetting that it was also St. Patrick's Day! We ended up in New Orleans and enjoyed touring many familiar and favorite neighborhoods. We made our way slowing down Magazine Street close to where we onced lived and realized that a St. Patrick's Day parade was wrapping up! Desperate to find accommodations my husband walked into the Drury Inn on Poydras St. and booked the last room of the hotel.The lobby was lively with happy hour and we enjoyed a quick glass of wine before going to our room on the first floor! We were amazed at the quality and comfort considering the low price we were offered! ( Ask for those military and senior discounts.) The staff was courteous and friendly, the room quiet and comfortable! The inn is close to the quarter and cost a mere 6 for a friendly cab ride! We were dropped off right at the start of the parade on Bourbon St and enjoyed a after-parade drink in another hotel on Canal. We were fortunate to meet the Grand Marshall's family and enjoy their story of life in and around New Orleans! Parking is extra but well worth the price and peace of mind knowing your car is being cared for in an off-site location.",Good
"It was my first time in San Fran with my family and we stayed at Diva for 4 nights.We were quite satisfied with the stay as the hotel was in the center of union sq and it was very close to the shopping area and restaurants.The staff was kind and helpful as well.Dear Abhinavm33,Thank you for staying at Hotel Diva. I hope you and your family had a memorable first trip to San Francisco. We look forward to welcoming you back at Hotel Diva.Best regards,Virgil LopezHotel Manager",Good
"Traveling with a colleague and needed to stop for the night. The people were friendly, rooms were clean, and breakfast was typical waffle, egg, sausage, bagel, and muffin. The location was convenient for our Tri-City business.",Good
"I stayed a total of ten nights while in town on business.I would consider this more of a motel than a hotel. The price is too good to pass up for a place with very good reviews when compared to the other options in the vicinity of downtown. Each night the bar/restaurant on the ground floor draws an eclectic mix. The food and drinks are outstanding and the movies shown in the courtyard each Wednesday night make for a fun atmosphere.The rooms are very simple, but nice. The main issue I had was with the noise level in the room. Even with a room at the back of the building, the early morning traffic noise from the busy street on which the Pearl is located easily was enough to wake a person and keep them up. Facility parking is not free, but there is ample street parking a block away.Don't check out before trying the Brussels sprouts at the restaurant.Appreciate you taking time to leave us a review. truly appreciate your support and comments. Please come visit us again soon. Tell a Friend.",Good
This hotel is very clean and the people are breakfast lady and the guy from 3rd shift are very nice and they didn't mind helping us out and they had great conversations and kept a smile on there face and they made our stay very enjoyable and I would recommend anyone to come to this hotel and they have different... More,Good
This hotel was very new and modern. Very clean. Staff friendly. It was clean and is located near the airport. We had a nice water view. There was no shuttle or room service. The counter space in the bathroom is a bit small. But the room had a couch and coffee table in addition the the bed area. That was a plus. We called Uber and got to the airport for 8.50. Not too bad. Would stay again. Cozy pillows and mattress.,Good
"We used 4 different properties during Essence Festival weekend. I personally stayed at the St. James Hotel. The staff were friendly and helpful. We had over 60 guests at the property and all were very happy. The fresh baked croissants were an excellent way to start the day. Property was easy walking distance from the River front and other popular destinations in New Orleans. We look forward to our next stay.We appreciate your review! It's good to hear you and your 60 guest enjoyed our friendly and helpful staff, our fresh backed croissants and our properties convenient location with in walking distance to everything. We are looking forward to your next stay at the St. James Hotel!",Good
"We called the hotel directly and were told we would have a walk-in shower, and that handicapped parking was directly outside of the handicapped rooms. We were given a non-handicapped room the first night, and parking was not close. They provided cones to block-off a space to allow for close parking and moved us to a handicapped room. The staff was very professional (other than one who swore in Spanish). We would probably stay again if they decide to create more accessible parking.Good Morning,I appreciate you taking time to review your stay with us here through TripAdvisor. I apologize the wrong information was given when you made your reservation. Our general manager is looking into converting two of our parking spaces into handicapped parking spaces because of comments like yours. Thank you.I'm very happy to know you were happy with the accommodations that were done to move you into a walk in shower room and reserved the parking in front of your room. Once again thank you for staying with us. We hope you come back and stay with us again! If I can be of further assistance in the future, feel free to contact me directly at 619-275-5700 ext 393 or Lpradohotelpros.bizLeidy PradoFront Office Manager",Good
"Love the hotel, bed was very comfy, lots of pillows, room excellent. Breakfast was good, hot and lots of variety. The front desk staff (lady) was very good and attentive. Location very close were we need it to be. Check out very fast, good a good military discount. Will recommend.Greetings Griselle M,From all the staff and management at the Best Western Plus Dallas Hotel and Conference Center in Dallas we appreciate your business and are glad we could accommodate you during your stay in the Dallas area. Thank you again and please keep us in mind the next time you are in Dallas!Sincerely,Eric G - Director of Sales and Marketing",Good
"This location is less than 10 minutes from the rental car area. The room was clean and everything we needed was present. We called for additional towels and they were brought to our room immediately. The breakfast was nice, but if you go at a busy time, there is a high probability that you will have to take your meal back to the room due to the limited seating during peak times. The pool was nice and my kids enjoyed it. There was no deep end which was nice for young children. Check out was quick and easy and the front desk staff was pleasant upon arrival and departure.Thank you for sharing your experiences. We are so happy to hear you and your family enjoyed your stay with us. See you soon,Renee",Good
Had a very good experience here. All of the staff were very professional and helpful. Room was clean and everything worked. Great stay for the price.,Good
"We stayed here over New Years to celebrate our anniversary, and the hotel went out of their way to make our stay pleasurable. Not only did they provide great service, but we also had a killer view of Pike's Place and the Space Needle from our room. It's also in a great location where you can walk to everything (note though: parking is 30 a night in their parking garage, so you may want to find parking elsewhere). We will be back to stay here again.",Good
"The hotel is not the most modern but is very well maintained. The staff is very friendly, from the front desk to the custodian.The room is a little noisy due to a nearby public bus service stop. But the noise ends after 11pm, presumably when bus service ends.The breakfast is of high quality for the price point.",Good
"Great concept, loved the modern rooms, great beds, pillows, amenities, shower...lobby had pool table and just a fun easy place to stay! Instead of staying at a big hotel this place was convenient when we college touring and provided us with everything we needed for a decent price.",Good
"Very well served while I was there. Enjoyed my stay. Great time food, amenities, close to metro system and airport. I would recommend to any of my family and friends. Hilton honors was a plus in helping me register.",Good
